"date","close","volume","open","high","low"
"10:56","90.70","326,168","90.94","91.30","90.34"
"2018/06/04","90.9800","880963.0000","90.5000","91.5300","90.3500"
"2018/06/01","89.0200","1049714.0000","88.7100","89.5300","88.2800"
"2018/05/31","86.7300","1451124.0000","88.6000","88.6400","86.0100"
"2018/05/30","89.4500","1059200.0000","87.8100","89.9800","87.2700"
"2018/05/29","86.1300","2512177.0000","88.1700","89.1100","84.8400"
"2018/05/25","90.3300","721157.0000","90.5100","91.2000","89.6800"
"2018/05/24","91.0500","1164228.0000","91.2500","91.6090","88.7480"
"2018/05/23","91.9200","1023517.0000","89.8200","91.9300","89.4800"
"2018/05/22","91.3400","898064.0000","93.8800","93.9700","91.1000"
"2018/05/21","93.3700","1175937.0000","92.6000","94.1200","92.5980"
"2018/05/18","90.0800","586145.0000","90.2100","90.7900","89.5600"
"2018/05/17","90.1400","776391.0000","90.2800","91.4700","89.2800"
"2018/05/16","90.4900","747855.0000","89.7200","90.8500","89.4438"
"2018/05/15","89.8600","1160982.0000","90.6200","90.7900","88.9300"
"2018/05/14","92.0000","1262447.0000","92.1500","93.0100","91.5100"
"2018/05/11","91.1700","1123639.0000","90.2200","91.6200","89.9400"
"2018/05/10","90.1300","1144841.0000","88.5000","90.7200","88.4400"
"2018/05/09","87.9200","1208854.0000","86.6900","88.3300","85.5458"
"2018/05/08","85.7800","1029668.0000","85.6000","86.3800","84.1000"
"2018/05/07","85.8000","2892664.0000","85.7400","87.1000","84.8000"
"2018/05/04","84.8800","1843837.0000","80.4500","85.5500","79.9400"
"2018/05/03","81.4000","2695038.0000","80.3400","82.1100","77.3200"
"2018/05/02","81.3800","941300.0000","82.9000","84.1458","81.0400"
"2018/05/01","83.1400","1766008.0000","83.2200","83.2852","80.1804"
"2018/04/30","83.9900","879145.0000","86.6200","87.4500","83.9900"
"2018/04/27","85.4400","909328.0000","85.4400","85.9800","84.2500"
"2018/04/26","85.6000","1209944.0000","83.9600","86.4500","83.6100"
"2018/04/25","83.1500","1571047.0000","82.8500","83.8600","80.5010"
"2018/04/24","82.6500","2118209.0000","88.3400","88.4628","80.5000"
"2018/04/23","87.1200","853872.0000","87.9100","88.0300","85.8400"
"2018/04/20","87.3000","1061145.0000","89.5600","89.6700","86.3500"
"2018/04/19","89.4600","918602.0000","89.6000","90.5600","88.2810"
"2018/04/18","90.3900","858235.0000","91.0300","91.3100","90.0750"
"2018/04/17","90.9600","1630694.0000","91.2100","91.6000","90.3000"
"2018/04/16","88.4900","1131919.0000","88.0600","89.5999","87.5510"
"2018/04/13","86.2700","1455719.0000","89.4700","89.4700","85.0100"
"2018/04/12","87.5500","1286762.0000","86.4700","88.7500","86.2600"
"2018/04/11","84.6300","1223497.0000","84.8200","86.4700","84.1497"
"2018/04/10","86.9500","1843870.0000","86.2600","87.9500","85.0400"
"2018/04/09","82.4800","1676912.0000","84.0000","86.5600","82.2600"
"2018/04/06","81.9500","2408644.0000","85.4000","87.4450","79.9300"
"2018/04/05","88.0400","1970038.0000","86.9800","89.4200","86.5800"
"2018/04/04","85.5900","1848040.0000","77.9400","86.0700","77.7500"
"2018/04/03","83.2400","1829680.0000","80.5000","83.3299","79.5102"
"2018/04/02","79.2300","2130002.0000","83.6900","84.2800","76.1600"
"2018/03/29","84.7800","1299314.0000","82.8800","86.3100","82.3300"
"2018/03/28","81.4800","1441343.0000","82.1100","84.1200","80.2500"
"2018/03/27","81.5900","2076396.0000","86.8400","87.9300","80.1000"
"2018/03/26","85.4500","1706891.0000","82.5800","85.6600","80.7000"
"2018/03/23","78.7100","2030775.0000","83.6800","84.6700","78.4000"
"2018/03/22","83.1700","2570673.0000","88.2700","89.3000","82.8817"
"2018/03/21","91.1600","1204502.0000","91.6300","94.5000","90.8700"
"2018/03/20","91.9200","689951.0000","91.0200","92.6568","91.0200"
"2018/03/19","90.6300","1550395.0000","93.0000","93.2500","88.7500"
"2018/03/16","94.2100","785282.0000","93.6800","95.3300","93.3750"
"2018/03/15","93.6300","1398103.0000","93.4700","95.6000","92.2500"
"2018/03/14","92.4400","1580235.0000","96.4200","96.6125","91.2800"
"2018/03/13","95.1400","1577684.0000","98.5100","99.3800","94.3800"
"2018/03/12","97.1100","1693713.0000","99.5200","100.3100","96.7800"
"2018/03/09","98.8700","1650002.0000","95.9100","98.9500","95.3000"
"2018/03/08","93.9800","1354246.0000","94.0000","94.5900","91.8000"
"2018/03/07","92.8600","1660157.0000","90.3600","93.3400","89.8000"
"2018/03/06","93.7600","1576637.0000","95.1200","95.2000","91.7386"
"2018/03/05","93.6300","1598146.0000","88.2800","94.5300","88.2400"
"2018/03/02","89.9300","2197921.0000","87.6900","90.5200","86.3500"
"2018/03/01","90.6200","2612175.0000","95.3700","97.3250","88.7500"
"2018/02/28","95.5100","1559169.0000","101.4200","102.0400","95.4701"
"2018/02/27","99.8900","1738760.0000","103.8800","104.6110","99.8800"
"2018/02/26","103.5500","1763711.0000","100.4200","103.7700","100.2000"
"2018/02/23","98.8700","1352274.0000","96.4600","98.8700","95.5483"
"2018/02/22","94.8700","1500096.0000","94.0500","97.0000","93.8200"
"2018/02/21","92.9400","1530262.0000","95.1200","98.3900","92.9200"
"2018/02/20","94.9200","1503918.0000","96.0800","97.4290","93.9300"
"2018/02/16","97.8000","1774728.0000","97.0100","100.4000","96.9700"
"2018/02/15","97.8000","2066781.0000","96.8000","97.8000","93.2010"
"2018/02/14","94.0400","1704837.0000","89.6600","94.3599","89.4900"
"2018/02/13","91.2500","1209454.0000","89.3000","91.9000","88.6400"
"2018/02/12","90.8300","2100566.0000","88.5500","92.4990","87.3710"
"2018/02/09","86.3700","3636999.0000","85.6400","88.3234","77.6831"
"2018/02/08","83.1600","3057232.0000","94.5600","94.7600","83.1500"
"2018/02/07","94.0100","2831033.0000","93.8400","98.9500","93.0700"
"2018/02/06","94.5800","3095623.0000","83.1100","95.0000","82.0501"
"2018/02/05","88.2500","3836962.0000","98.9900","102.6000","82.5001"
"2018/02/02","102.6000","3238025.0000","108.3500","108.7200","102.2500"
"2018/02/01","111.1100","1186139.0000","108.6300","112.6800","108.6300"
"2018/01/31","110.9400","1331072.0000","112.6600","113.0500","109.4010"
"2018/01/30","109.7400","2676424.0000","110.9400","112.1847","109.1200"
"2018/01/29","114.5700","1324491.0000","116.2700","116.7600","114.5000"
"2018/01/26","116.8200","833061.0000","114.7200","116.8200","114.3700"
"2018/01/25","114.0000","1241294.0000","113.8000","114.8200","112.3000"
"2018/01/24","112.6500","1514504.0000","113.0000","114.0600","110.3500"
"2018/01/23","111.8100","1046441.0000","111.6600","112.1700","110.8801"
"2018/01/22","111.8400","1332407.0000","109.0100","111.8400","108.8400"
"2018/01/19","110.0000","928562.0000","109.3900","110.0000","108.3800"
"2018/01/18","109.4100","1278694.0000","110.4100","110.7070","108.3500"
"2018/01/17","110.6000","1227815.0000","108.4500","110.6700","107.4000"
"2018/01/16","106.5300","1787758.0000","109.4000","110.1348","105.3600"
"2018/01/12","106.7200","1066175.0000","105.1200","106.7200","104.9000"
"2018/01/11","103.7400","977219.0000","102.0300","103.9200","101.7200"
"2018/01/10","101.4700","653951.0000","100.8200","101.8600","100.1100"
"2018/01/09","101.8800","825773.0000","101.1200","102.3400","100.9100"
"2018/01/08","100.4000","651346.0000","100.7100","100.7700","99.8700"
"2018/01/05","100.5700","705433.0000","99.0000","100.6000","98.4100"
"2018/01/04","97.9400","637873.0000","97.2600","98.3800","96.9100"
"2018/01/03","96.1000","612156.0000","95.2600","96.4000","95.1200"
"2018/01/02","95.1300","627512.0000","95.5000","95.5200","94.1500"
"2017/12/29","94.2900","513526.0000","95.7400","95.7400","94.1200"
"2017/12/28","95.0800","354248.0000","95.1000","95.2600","94.8100"
"2017/12/27","94.6000","189747.0000","94.1800","94.7897","94.1000"
"2017/12/26","94.3000","230466.0000","93.7200","94.6400","93.7200"
"2017/12/22","94.5700","412562.0000","94.7000","94.8000","94.0800"
"2017/12/21","94.8800","483012.0000","94.8700","95.5700","94.6130"
"2017/12/20","94.3000","534161.0000","95.7200","95.7400","93.8900"
"2017/12/19","94.5500","668119.0000","95.7000","95.7000","94.1100"
"2017/12/18","95.1700","884058.0000","95.4500","95.9675","94.8100"
"2017/12/15","93.4100","617362.0000","93.3000","93.8500","92.8800"
"2017/12/14","92.0700","769053.0000","93.6500","93.6600","91.8800"
"2017/12/13","92.9000","811390.0000","92.2800","93.6100","92.1100"
"2017/12/12","91.9000","684810.0000","91.2600","92.3599","91.1600"
"2017/12/11","90.5400","345269.0000","90.1800","90.5400","89.7100"
"2017/12/08","89.8900","486688.0000","89.4600","89.8900","88.7314"
"2017/12/07","88.5400","344498.0000","87.3300","89.0500","87.2200"
"2017/12/06","87.7000","405433.0000","87.7000","88.6880","87.6130"
"2017/12/05","88.1800","654156.0000","90.1900","90.1900","87.8700"
"2017/12/04","89.4400","1237385.0000","91.7000","92.1000","89.3800"
"2017/12/01","88.7700","1241582.0000","89.4000","89.7400","85.3010"
"2017/11/30","89.1300","1086790.0000","86.9000","89.7500","86.5100"
"2017/11/29","85.4500","731868.0000","85.2800","85.7200","84.8030"
"2017/11/28","84.4100","478925.0000","82.2200","84.4300","82.1100"
"2017/11/27","81.6500","361943.0000","81.5000","82.2699","81.3100"
"2017/11/24","81.4300","120527.0000","81.3900","81.7700","81.3300"
"2017/11/22","81.1200","436410.0000","82.0300","82.0300","80.8700"
"2017/11/21","81.7200","447897.0000","81.1100","81.9300","81.0500"
